id,origin,destination,start_time,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,vec_x,vec_y,cluster
222,46,119,307,Human,-36950439#0,1239117012#5,4465.26,2981.3,3665.9,1794.7,-799.3600000000001,-1186.6000000000001,6
223,154,124,766,Human,-159922662#1,-153732963#2,3756.22,3333.66,4085.66,2148.34,329.44000000000005,-1185.3199999999997,4
224,155,125,1537,Human,1239117012#2,-36933151#0,3823.5,1950.69,3484.69,2216.71,-338.80999999999995,266.02,1
225,6,36,1026,Human,-859784039#0,-153730020#0,4354.56,3187.94,3966.29,1830.89,-388.27000000000044,-1357.05,6
226,55,126,489,Human,-36950439#1,-610220874#1,4493.3,2985.34,3471.58,2031.06,-1021.7200000000003,-954.2800000000002,6
227,156,127,262,Human,36284386#0,-1339510610,3548.57,2494.72,4397.92,2616.99,849.3499999999999,122.26999999999998,6
228,157,128,789,Human,-650145324#0,-36289599#1,3815.6,2130.46,4238.33,2657.81,422.73,527.3499999999999,6
229,143,63,1435,Human,-153730011,-36289599#0,4283.63,2122.53,4268.62,2629.65,-15.010000000000218,507.1199999999999,0
230,158,129,518,Human,-36288941#2,-319779150#1,3902.8,2683.13,3947.23,1986.25,44.429999999999836,-696.8800000000001,0
231,23,95,333,Human,269702544,319058612#1,3722.7,2378.13,3945.85,2862.2250000000004,223.1500000000001,484.09500000000025,6
232,84,126,473,Human,48955997,-610220874#1,4182.54,2774.98,3471.58,2031.06,-710.96,-743.9200000000001,1
233,159,126,1477,Human,36950518#0,-610220874#1,4296.23,2966.61,3471.58,2031.06,-824.6499999999996,-935.5500000000002,6
234,160,130,104,Human,-156460672,698024155#0,3371.14,3929.08,4190.9,1319.06,819.7599999999998,-2610.02,4
235,161,131,810,Human,-37640679#2,-153730022#0,2684.34,2654.11,4619.76,2107.77,1935.42,-546.3400000000001,6
236,162,31,319,Human,-37053056#5,610135147#1,3434.77,3215.92,4386.22,1330.98,951.4500000000003,-1884.94,4
237,26,125,1789,Human,319058608#0,-36933151#0,4389.91,2616.46,3484.69,2216.71,-905.2199999999998,-399.75,1
238,26,132,491,Human,319058608#0,-698024153,4389.91,2616.46,3661.06,1265.1,-728.8499999999999,-1351.3600000000001,6
239,23,57,1675,Human,269702544,-650145324#1,3722.7,2378.13,3827.79,2130.02,105.09000000000015,-248.11000000000013,6
240,39,47,387,Human,-35801597#3,-328471845#0,3072.22,2602.05,4593.32,2654.54,1521.1,52.48999999999978,6
241,65,41,1057,Human,-165172642#0,-157555050#0,3719.07,1475.13,4494.14,2880.53,775.0700000000002,1405.4,1
242,163,133,1379,Human,36934860#3,-394443147#0,3845.59,2709.67,3474.4,758.28,-371.19000000000005,-1951.39,6
243,164,127,1242,Human,-319058604#0,-1339510610,3386.34,2726.79,4397.92,2616.99,1011.5799999999999,-109.80000000000018,6
244,165,134,21,Human,36936327,269702544,3837.8,2708.41,3899.67,2386.95,61.86999999999989,-321.46000000000004,0
245,166,135,110,Human,36936727#1,36288851#0,4291.14,2331.14,3518.05,2505.32,-773.0900000000001,174.1800000000003,1
246,167,12,1351,Human,36935235#0,36936373#3,4067.04,2602.88,3899.86,2469.32,-167.17999999999984,-133.55999999999995,0
247,168,57,1517,Human,-153730938,-650145324#1,3978.73,2500.47,3827.79,2130.02,-150.94000000000005,-370.4499999999998,0
248,169,136,1137,Human,-394456385#1,-269702560,3537.42,2334.41,3941.58,2657.94,404.15999999999985,323.5300000000002,6
249,170,137,1797,Human,-269702560,-394456385#1,3943.58,2662.14,3607.64,2310.09,-335.94000000000005,-352.0499999999997,1
250,76,57,1255,Human,36935232,-650145324#1,4052.0,2739.71,3827.79,2130.02,-224.21000000000004,-609.69,0
251,171,138,503,Human,36934835#2,302162780#1,3572.43,2719.04,3589.37,1868.36,16.940000000000055,-850.6800000000001,0
252,38,139,571,Human,39820659#3,-35801597#3,4519.49,2510.63,3072.88,2591.9,-1446.6099999999997,81.26999999999998,6
253,131,12,1788,Human,-153732960#0,36936373#3,4012.59,2075.93,3899.86,2469.32,-112.73000000000002,393.3900000000003,0
254,172,40,259,Human,36936655#6,156467000#3,4157.17,2273.33,3001.2,3022.72,-1155.9700000000003,749.3899999999999,6
255,93,57,1673,Human,39820659#0,-650145324#1,4313.94,2424.12,3827.79,2130.02,-486.14999999999964,-294.0999999999999,1
256,42,122,159,Human,-36294081#3,36936590#5,4173.95,3956.32,3619.86,1700.55,-554.0899999999997,-2255.7700000000004,6
257,173,140,385,Human,650145330#2,-37088673#0,3745.38,1953.6,4327.69,2357.22,582.3099999999995,403.6199999999999,6
258,123,141,269,Human,-394456379,36936423#2,4529.85,2988.53,3399.42,3066.79,-1130.4300000000003,78.25999999999976,6
259,114,142,1009,Human,36936262#1,37051113#1,3742.84,2915.2,3735.24,3079.46,-7.600000000000364,164.26000000000022,0
260,174,55,1473,Human,-36293459#7,36936236#1,3956.04,3466.57,3815.36,2730.82,-140.67999999999984,-735.75,0
261,8,143,101,Human,1119245067,36936423#4,4203.72,2952.09,3450.17,3047.08,-753.5500000000002,94.98999999999978,0
262,89,54,960,Human,36936373#4,-710478296,3900.31,2459.95,2455.87,2768.56,-1444.44,308.6100000000001,6
263,22,138,1308,Human,319058644,302162780#1,4323.02,2338.06,3589.37,1868.36,-733.6500000000005,-469.70000000000005,1
264,175,47,1316,Human,36785117#1,-328471845#0,3194.0,3043.54,4593.32,2654.54,1399.3199999999997,-389.0,6
265,134,57,1143,Human,-153730017,-650145324#1,4215.46,2041.61,3827.79,2130.02,-387.6700000000001,88.41000000000008,1
266,176,4,490,Human,394456356#0,-394443151#2,4538.33,2995.24,3249.2,1483.56,-1289.13,-1511.6799999999998,6
267,134,144,1195,Human,-153730017,-156460681#1,4215.46,2041.61,3354.75,3818.0,-860.71,1776.39,6
268,3,145,1417,Human,-1119245057#1,319058640,4123.04,3588.62,3418.02,2278.52,-705.02,-1310.1,6
269,46,10,1646,Human,-36950439#0,187827276,4465.26,2981.3,3101.9,3184.81,-1363.3600000000001,203.50999999999976,6
270,6,10,864,Human,-859784039#0,187827276,4354.56,3187.94,3101.9,3184.81,-1252.6600000000003,-3.130000000000109,6
271,177,146,994,Human,153730013#0,-36933126#0,4247.18,2043.84,3673.05,2088.46,-574.1300000000001,44.62000000000012,1
272,178,57,1761,Human,36936655#4,-650145324#1,4021.64,2178.39,3827.79,2130.02,-193.8499999999999,-48.36999999999989,1
273,134,147,1074,Human,-153730017,-36933307#1,4215.46,2041.61,3678.83,2456.48,-536.6300000000001,414.8700000000001,0
274,174,148,1396,Human,-36293459#7,1239117013#2,3956.04,3466.57,3908.6,2004.19,-47.440000000000055,-1462.38,0
275,124,31,244,Human,36934854#1,610135147#1,3772.48,2810.38,4386.22,1330.98,613.7400000000002,-1479.4,4
276,179,88,1205,Human,1057740871#0,36936407#1,3835.35,2768.55,3873.6,2882.48,38.25,113.92999999999984,0
277,180,14,112,Human,-697627694#1,-698026762,2686.89,2958.5,4914.44,2707.08,2227.5499999999997,-251.42000000000007,6
278,169,149,72,Human,-394456385#1,-156460683#8,3537.42,2334.41,3515.31,3709.15,-22.110000000000127,1374.7400000000002,6
279,82,143,126,Human,610135147#1,36936423#4,4435.44,1332.57,3450.17,3047.08,-985.2699999999995,1714.51,6
280,181,150,469,Human,-153730937,36936590#1,4061.01,2472.95,3580.73,1628.15,-480.2800000000002,-844.7999999999997,1
281,182,31,293,Human,36936423#3,610135147#1,3405.97,3064.26,4386.22,1330.98,980.2500000000005,-1733.2800000000002,4
282,101,116,214,Human,-36936288,36936396#3,3771.39,2749.23,4132.03,2750.69,360.6399999999999,1.4600000000000364,6
283,183,83,340,Human,-394443152#1,-37052277#2,3641.17,1072.86,4040.07,3269.98,398.9000000000001,2197.12,1
284,184,151,732,Human,-698024153,394456380,3650.26,1196.71,3798.0,3026.19,147.73999999999978,1829.48,1
285,185,152,289,Human,39820659#2,156467000#0,4422.63,2456.98,3112.51,3053.48,-1310.12,596.5,6
286,54,153,571,Human,165170685#0,36934860#2,3533.55,1093.43,3836.32,2716.15,302.77,1622.72,1
287,186,5,447,Human,-165170818#3,-1119245060#0,3490.43,816.38,4071.46,3446.76,581.0300000000002,2630.38,1
288,187,147,1241,Human,-1119245071,-36933307#1,3988.6,2903.4,3678.83,2456.48,-309.77,-446.9200000000001,0
289,188,154,225,Human,-394443147#0,36936655#4,3536.6,873.76,4074.15,2240.28,537.5500000000002,1366.5200000000002,1
290,189,2,1792,Human,-187827289,-156460683#5,2782.44,2996.94,3501.02,3995.22,718.5799999999999,998.2799999999997,3
291,58,155,832,Human,-153730010#2,-394446869,4532.39,2399.14,2994.76,1921.63,-1537.63,-477.50999999999976,6
292,190,31,106,Human,-319058604#1,610135147#1,3375.9,2729.18,4386.22,1330.98,1010.3200000000002,-1398.1999999999998,4
293,169,83,710,Human,-394456385#1,-37052277#2,3537.42,2334.41,4040.07,3269.98,502.6500000000001,935.5700000000002,6
294,23,82,819,Human,269702544,1239117012#1,3722.7,2378.13,3831.36,1955.83,108.66000000000031,-422.3000000000002,6
295,191,126,1430,Human,36935235#2,-610220874#1,4083.54,2563.16,3471.58,2031.06,-611.96,-532.0999999999999,1
296,164,96,1311,Human,-319058604#0,153730941#1,3386.34,2726.79,4236.06,2654.51,849.7200000000003,-72.27999999999975,6
297,138,147,39,Human,-1299820133,-36933307#1,3998.16,2974.81,3678.83,2456.48,-319.3299999999999,-518.3299999999999,0
298,52,156,893,Human,-36933151#0,36936655#3,3547.29,2149.14,4015.85,2171.46,468.55999999999995,22.320000000000164,6
299,192,134,1345,Human,-650145330#0,269702544,3731.83,1949.7,3899.67,2386.95,167.84000000000015,437.2499999999998,6
300,138,94,17,Human,-1299820133,36935040#2,3998.16,2974.81,3471.1,2990.86,-527.06,16.050000000000182,0
301,193,83,1250,Human,-156460691,-37052277#2,3293.89,4209.57,4040.07,3269.98,746.1800000000003,-939.5899999999997,4
302,194,157,700,Human,1339510612#2,36936423#5,3880.5,2688.7200000000003,3476.07,3036.77,-404.42999999999984,348.0499999999997,0
303,195,158,1593,Human,39820664#7,-156480737#1,3436.635,2227.915,3871.5,3010.13,434.8649999999998,782.2150000000001,6
304,196,159,1312,Human,-37051625#2,-187827280#0,4167.94,3089.22,2992.89,3076.12,-1175.0499999999997,-13.099999999999909,6
305,197,16,87,Human,156467000#0,-156460683#0,3134.28,3084.03,3345.56,4371.28,211.27999999999975,1287.2499999999995,3
306,198,1,816,Human,698018294#1,37052930,3593.96,3001.35,3560.97,3019.52,-32.99000000000024,18.170000000000073,6
307,117,160,501,Human,-36293459#0,-243836890#0,3699.05,3580.57,3315.57,2139.34,-383.48,-1441.23,6
308,109,27,529,Human,-156460683#7,-36293459#8,3513.31,3717.1,3965.27,3464.79,451.96000000000004,-252.30999999999995,4
309,199,71,1282,Human,-36294383#3,-35802097#1,4338.62,3387.81,3036.51,2745.83,-1302.1099999999997,-641.98,6
310,116,135,249,Human,37050515#1,36288851#0,3960.81,2978.22,3518.05,2505.32,-442.75999999999976,-472.89999999999964,0
311,188,58,922,Human,-394443147#0,36950518#0,3536.6,873.76,4316.43,3044.17,779.8300000000004,2170.41,1
312,200,40,1079,Human,-37055902#1,156467000#3,4178.73,3177.43,3001.2,3022.72,-1177.5299999999997,-154.71000000000004,6
313,201,161,577,Human,37051441#2,-243836884#1,4216.24,3070.12,3284.93,1186.31,-931.31,-1883.81,6
314,202,144,226,Human,-165172642#1,-156460681#1,3727.99,1408.3,3354.75,3818.0,-373.2399999999998,2409.7,1
315,26,54,428,Human,319058608#0,-710478296,4389.91,2616.46,2455.87,2768.56,-1934.04,152.0999999999999,6
316,203,57,1652,Human,-218916903,-650145324#1,3669.8,2831.64,3827.79,2130.02,157.98999999999978,-701.6199999999999,0
317,117,132,1390,Human,-36293459#0,-698024153,3699.05,3580.57,3661.06,1265.1,-37.99000000000024,-2315.4700000000003,4
318,204,135,1687,Human,187827276,36288851#0,3139.32,3136.04,3518.05,2505.32,378.73,-630.7199999999998,4
319,205,162,1755,Human,-270968323#1,-319058604#1,4060.48,2414.95,3376.1,2729.17,-684.3800000000001,314.22000000000025,1
320,206,144,1521,Human,-319058629,-156460681#1,3728.58,1209.42,3354.75,3818.0,-373.8299999999999,2608.58,1
321,204,163,334,Human,187827276,37640679#0,3139.32,3136.04,2859.06,2737.63,-280.2600000000002,-398.40999999999985,3
322,207,164,21,Human,-734943619,-35802097#2,2595.37,2583.3,2994.47,2746.99,399.0999999999999,163.6899999999996,3
323,85,165,688,Human,697624157#1,-394446875,2898.56,3028.21,4074.36,2085.22,1175.8000000000002,-942.9900000000002,6
324,208,166,1323,Human,153730936#3,36785117#0,3973.95,2391.87,3182.75,3052.41,-791.1999999999998,660.54,6
325,209,29,167,Human,-36288851#1,36936327,3540.82,2493.34,3608.17,2609.61,67.34999999999991,116.26999999999998,6
326,165,167,1367,Human,36936327,-36288851#1,3837.8,2708.41,3524.99,2504.46,-312.8100000000004,-203.94999999999982,0
327,210,148,1347,Human,37051113#1,1239117013#2,3736.31,3038.33,3908.6,2004.19,172.28999999999996,-1034.1399999999999,0
328,211,168,706,Human,-153730013#2,36935040#3,4178.51,2055.18,3414.98,2975.74,-763.5300000000002,920.56,6
329,212,52,248,Human,36936480#1,36935232,3492.56,1506.08,4007.34,2632.4,514.7800000000002,1126.3200000000002,1
330,22,161,1546,Human,319058644,-243836884#1,4323.02,2338.06,3284.93,1186.31,-1038.0900000000006,-1151.75,1
331,213,169,1034,Human,-157574537#0,1239117037#0,4156.5,2448.38,3399.54,1997.14,-756.96,-451.24,1
332,158,126,278,Human,-36288941#2,-610220874#1,3902.8,2683.13,3471.58,2031.06,-431.22000000000025,-652.0700000000002,1
333,214,29,646,Human,-36933126#1,36936327,3754.22,2246.56,3608.17,2609.61,-146.04999999999973,363.0500000000002,6
334,96,4,1036,Human,-319058602#0,-394443151#2,4348.17,3287.25,3249.2,1483.56,-1098.9700000000003,-1803.69,6
335,215,170,242,Human,-165171782,-1119245057#3,3357.39,1099.79,4137.49,3738.54,780.0999999999999,2638.75,1
336,216,171,1290,Human,36936749#2,-698018295#3,4331.31,2214.76,3085.31,2744.07,-1246.0000000000005,529.31,6
337,121,172,1382,Human,-476687231#1,-165170994#4,4029.1,3657.47,3436.9,925.36,-592.1999999999998,-2732.1099999999997,6
338,217,173,740,Human,165170685#1,319779133#0,3633.26,1132.63,4376.96,1325.57,743.6999999999998,192.93999999999983,1
339,218,30,1340,Human,319779133#0,165170685#1,4321.23,1323.77,3650.16,1196.12,-671.0699999999997,-127.65000000000009,1
340,219,5,116,Human,-165170681#0,-1119245060#0,3428.09,1075.67,4071.46,3446.76,643.3699999999999,2371.09,1
341,210,110,1753,Human,37051113#1,36936590#6,3736.31,3038.33,3656.16,1766.12,-80.15000000000009,-1272.21,0
342,220,174,846,Human,-215094374,-165172165#1,3200.41,2747.1,3724.71,1283.93,524.3000000000002,-1463.1699999999998,4
343,221,30,577,Human,36935040#2,165170685#1,3556.56,2974.69,3650.16,1196.12,93.59999999999991,-1778.5700000000002,4
344,222,132,522,Human,-153730022#1,-698024153,4487.29,2226.95,3661.06,1265.1,-826.23,-961.8499999999999,1
345,184,175,1782,Human,-698024153,-327343096,3650.26,1196.71,2893.12,2503.18,-757.1400000000003,1306.4699999999998,1
346,223,57,144,Human,36288851#0,-650145324#1,3394.52,2593.98,3827.79,2130.02,433.27,-463.96000000000004,6
347,24,40,588,Human,-153730015#3,156467000#3,4374.92,1827.81,3001.2,3022.72,-1373.7200000000003,1194.9099999999999,6
348,224,176,272,Human,-36294081#0,-165170994#1,4176.87,3872.04,3380.15,816.0,-796.7199999999998,-3056.04,6
349,225,177,1028,Human,-35802071#0,37056055#1,3317.8,2557.32,3636.8,3146.22,319.0,588.8999999999996,3
350,226,178,1742,Human,-37052381#1,-165171783#2,4019.07,3423.4,3551.37,1305.58,-467.7000000000003,-2117.82,6
351,227,179,883,Human,319058646#0,-37053056#5,3716.77,1273.42,3335.39,3249.61,-381.3800000000001,1976.19,1
352,228,180,1215,Human,39820659#1,-36936749#1,4317.5,2425.33,4331.92,2292.16,14.420000000000073,-133.17000000000007,0
353,156,125,1090,Human,36284386#0,-36933151#0,3548.57,2494.72,3484.69,2216.71,-63.88000000000011,-278.00999999999976,6
354,229,108,409,Human,-35802071#1,-650145330#0,3366.81,2588.4,3732.31,1948.22,365.5,-640.1800000000001,6
355,230,60,1570,Human,1238956371,-165172642#0,3409.78,2978.0,3705.59,1526.3,295.80999999999995,-1451.7,4
356,148,125,1758,Human,-394456385#0,-36933151#0,3615.21,2304.51,3484.69,2216.71,-130.51999999999998,-87.80000000000018,6
357,24,181,297,Human,-153730015#3,-153730017,4374.92,1827.81,4206.22,1995.43,-168.69999999999982,167.62000000000012,0
358,104,182,677,Human,-153732963#2,-153730022#1,4056.95,2170.4,4524.08,2233.0,467.1300000000001,62.59999999999991,6
359,24,132,767,Human,-153730015#3,-698024153,4374.92,1827.81,3661.06,1265.1,-713.8600000000001,-562.71,1
360,231,3,1197,Human,-37088673#0,-153730010#2,4522.39,2404.7,4571.17,2348.21,48.779999999999745,-56.48999999999978,0
361,232,183,1523,Human,-36936749#1,-319058611,4338.8,2229.15,4616.42,2660.09,277.6199999999999,430.94000000000005,0
362,233,31,417,Human,36289394#2,610135147#1,4171.53,2512.88,4386.22,1330.98,214.6900000000005,-1181.9,0
363,58,49,356,Human,-153730010#2,319058608#0,4532.39,2399.14,4324.42,2615.53,-207.97000000000025,216.39000000000033,0
364,79,31,1733,Human,-36289599#0,610135147#1,4242.73,2651.65,4386.22,1330.98,143.4900000000007,-1320.67,0
365,185,47,1358,Human,39820659#2,-328471845#0,4422.63,2456.98,4593.32,2654.54,170.6899999999996,197.55999999999995,0
366,143,47,35,Human,-153730011,-328471845#0,4283.63,2122.53,4593.32,2654.54,309.6899999999996,532.0099999999998,0
367,22,184,876,Human,319058644,-1239117016#0,4323.02,2338.06,4668.86,2527.68,345.83999999999924,189.6199999999999,0
368,58,181,118,Human,-153730010#2,-153730017,4532.39,2399.14,4206.22,1995.43,-326.1700000000001,-403.7099999999998,1
369,216,47,374,Human,36936749#2,-328471845#0,4331.31,2214.76,4593.32,2654.54,262.0099999999993,439.77999999999975,0
370,234,185,231,Human,-165172165#1,-35802071#2,3867.53,1404.44,3374.95,2593.39,-492.5800000000004,1188.9499999999998,1
371,235,186,1556,Human,610135147#0,-202422660#0,4515.29,1332.11,4133.99,2029.32,-381.3000000000002,697.21,0
372,34,14,50,Human,-165170818#5,-698026762,3515.73,884.56,4914.44,2707.08,1398.7099999999996,1822.52,1
373,236,31,1360,Human,39820661#0,610135147#1,3684.69,2827.24,4386.22,1330.98,701.5300000000002,-1496.2599999999998,4
374,237,31,314,Human,36936373#0,610135147#1,3900.97,2669.94,4386.22,1330.98,485.25000000000045,-1338.96,0
375,47,181,1136,Human,-153730020#0,-153730017,4070.25,1891.39,4206.22,1995.43,135.97000000000025,104.03999999999996,6
376,143,187,1567,Human,-153730011,698024155#1,4283.63,2122.53,4244.18,1321.09,-39.44999999999982,-801.4400000000003,1
377,186,132,818,Human,-165170818#3,-698024153,3490.43,816.38,3661.06,1265.1,170.6300000000001,448.7199999999999,1
378,91,10,1232,Human,37054132,187827276,3357.53,3830.86,3101.9,3184.81,-255.6300000000001,-646.0500000000002,4
379,217,188,1434,Human,165170685#1,-509025806#0,3633.26,1132.63,3131.91,1224.29,-501.35000000000036,91.65999999999985,1
380,238,14,690,Human,394443152#0,-698026762,3529.66,987.24,4914.44,2707.08,1384.7799999999997,1719.84,1
381,150,189,1347,Human,36936749#4,319058592#0,4278.74,2067.0,4253.46,1327.11,-25.279999999999745,-739.8900000000001,1
382,235,161,109,Human,610135147#0,-243836884#1,4515.29,1332.11,3284.93,1186.31,-1230.3600000000001,-145.79999999999995,6
383,166,187,150,Human,36936727#1,698024155#1,4291.14,2331.14,4244.18,1321.09,-46.960000000000036,-1010.05,1
384,184,0,787,Human,-698024153,-243836884#5,3650.26,1196.71,3452.5,1409.57,-197.76000000000022,212.8599999999999,1
385,239,132,1687,Human,-243836884#5,-698024153,3478.25,1454.75,3661.06,1265.1,182.80999999999995,-189.6500000000001,6
386,240,71,1248,Human,-165170681#1,-35802097#1,3412.55,1078.47,3036.51,2745.83,-376.03999999999996,1667.36,1
387,1,132,6,Human,-165171783#1,-698024153,3548.82,1309.9,3661.06,1265.1,112.23999999999978,-44.80000000000018,1
388,227,0,810,Human,319058646#0,-243836884#5,3716.77,1273.42,3452.5,1409.57,-264.27,136.14999999999986,1
389,241,190,1171,Human,-394443151#2,-165172165#0,3302.71,1554.92,3701.27,1280.42,398.55999999999995,-274.5,6
390,184,155,1311,Human,-698024153,-394446869,3650.26,1196.71,2994.76,1921.63,-655.5,724.9200000000001,1
391,219,46,1052,Human,-165170681#0,-394443146,3428.09,1075.67,3541.6,886.41,113.50999999999976,-189.2600000000001,1
392,188,132,1268,Human,-394443147#0,-698024153,3536.6,873.76,3661.06,1265.1,124.46000000000004,391.3399999999999,1
393,239,8,241,Human,-243836884#5,-165171783#1,3478.25,1454.75,3548.82,1310.1,70.57000000000016,-144.6500000000001,6
394,184,161,373,Human,-698024153,-243836884#1,3650.26,1196.71,3284.93,1186.31,-365.3300000000004,-10.400000000000091,1
395,242,0,317,Human,-165172165#0,-243836884#5,3710.49,1281.62,3452.5,1409.57,-257.9899999999998,127.95000000000005,1
396,234,178,1077,Human,-165172165#1,-165171783#2,3867.53,1404.44,3551.37,1305.58,-316.1600000000003,-98.86000000000013,1
397,105,60,1252,Human,-394443146,-165172642#0,3577.1,969.88,3705.59,1526.3,128.49000000000024,556.42,1
398,239,174,592,Human,-243836884#5,-165172165#1,3478.25,1454.75,3724.71,1283.93,246.46000000000004,-170.81999999999994,6
399,234,132,1492,Human,-165172165#1,-698024153,3867.53,1404.44,3661.06,1265.1,-206.47000000000025,-139.34000000000015,1
400,227,138,1438,Human,319058646#0,302162780#1,3716.77,1273.42,3589.37,1868.36,-127.40000000000009,594.9399999999998,1
401,1,60,521,Human,-165171783#1,-165172642#0,3548.82,1309.9,3705.59,1526.3,156.76999999999998,216.39999999999986,1
402,202,0,983,Human,-165172642#1,-243836884#5,3727.99,1408.3,3452.5,1409.57,-275.4899999999998,1.2699999999999818,1
403,243,60,323,Human,-165171446,-165172642#0,3361.38,1031.7,3705.59,1526.3,344.21000000000004,494.5999999999999,1
404,240,60,802,Human,-165170681#1,-165172642#0,3412.55,1078.47,3705.59,1526.3,293.03999999999996,447.8299999999999,1
405,1,161,1024,Human,-165171783#1,-243836884#1,3548.82,1309.9,3284.93,1186.31,-263.8900000000003,-123.59000000000015,1
406,244,191,401,Human,36936407#2,-319058613#0,3863.19,2886.47,3383.28,1083.82,-479.90999999999985,-1802.6499999999999,6
407,243,0,1389,Human,-165171446,-243836884#5,3361.38,1031.7,3452.5,1409.57,91.11999999999989,377.8699999999999,1
408,245,54,273,Human,319058646#1,-710478296,3702.91,1216.22,2455.87,2768.56,-1247.04,1552.34,6
409,65,30,374,Human,-165172642#0,165170685#1,3719.07,1475.13,3650.16,1196.12,-68.91000000000031,-279.0100000000002,6
410,9,8,1151,Human,1239117013#2,-165171783#1,3751.5,1890.18,3548.82,1310.1,-202.67999999999984,-580.0800000000002,1
411,1,3,1504,Human,-165171783#1,-153730010#2,3548.82,1309.9,4571.17,2348.21,1022.3499999999999,1038.31,1
412,219,85,381,Human,-165170681#0,-319779150#2,3428.09,1075.67,3965.38,1960.39,537.29,884.72,1
413,246,66,387,Human,-165170994#4,-165171782,3399.17,1022.02,3420.67,1164.81,21.5,142.78999999999996,1
414,247,192,827,Human,319058643#0,165170685#0,2566.66,2860.94,3622.12,1123.57,1055.46,-1737.3700000000001,6
415,186,178,1261,Human,-165170818#3,-165171783#2,3490.43,816.38,3551.37,1305.58,60.940000000000055,489.19999999999993,1
416,248,193,1545,Human,-509025806#0,-394443147#1,3150.82,1201.88,3530.41,886.57,379.5899999999997,-315.31000000000006,1
417,249,150,1398,Human,-165170818#1,36936590#1,3422.49,780.17,3580.73,1628.15,158.24000000000024,847.9800000000001,1
418,186,66,509,Human,-165170818#3,-165171782,3490.43,816.38,3420.67,1164.81,-69.75999999999976,348.42999999999995,1
419,188,194,764,Human,-394443147#0,-1238426236,3536.6,873.76,3525.67,1090.34,-10.929999999999836,216.57999999999993,1
420,186,66,664,Human,-165170818#3,-165171782,3490.43,816.38,3420.67,1164.81,-69.75999999999976,348.42999999999995,1
421,248,193,1697,Human,-509025806#0,-394443147#1,3150.82,1201.88,3530.41,886.57,379.5899999999997,-315.31000000000006,1
422,250,195,736,Human,-327343082,-159922662#1,2908.61,2522.56,3726.19,3340.22,817.5799999999999,817.6599999999999,3
423,186,97,115,Human,-165170818#3,36936262#1,3490.43,816.38,3745.02,2921.63,254.59000000000015,2105.25,1
424,82,196,1296,Human,610135147#1,-327343082,4435.44,1332.57,3066.0,2607.52,-1369.4399999999996,1274.95,6
425,184,126,1771,Human,-698024153,-610220874#1,3650.26,1196.71,3471.58,2031.06,-178.6800000000003,834.3499999999999,1
426,132,31,719,Human,-153730935,610135147#1,4145.19,2656.45,4386.22,1330.98,241.03000000000065,-1325.4699999999998,0
427,47,64,1399,Human,-153730020#0,39820659#0,4070.25,1891.39,4314.13,2424.18,243.8800000000001,532.7899999999997,6
428,251,172,490,Human,-1119245693,-165170994#4,4139.15,2785.65,3436.9,925.36,-702.2499999999995,-1860.29,6
429,242,197,1059,Human,-165172165#0,-1119245693,3710.49,1281.62,4138.96,2785.71,428.47000000000025,1504.0900000000001,1
430,98,4,940,Human,-157553230,-394443151#2,4144.54,2503.79,3249.2,1483.56,-895.3400000000001,-1020.23,1
431,252,172,211,Human,406210869#0,-165170994#4,4133.2,2891.01,3436.9,925.36,-696.2999999999997,-1965.65,6
432,253,198,67,Human,36289159#2,-243836884#4,4010.65,2625.33,3429.4,1367.5,-581.25,-1257.83,6
433,245,1,1706,Human,319058646#1,37052930,3702.91,1216.22,3560.97,3019.52,-141.94000000000005,1803.3,1
434,237,0,358,Human,36936373#0,-243836884#5,3900.97,2669.94,3452.5,1409.57,-448.4699999999998,-1260.3700000000001,6
435,254,95,1289,Human,165170817,319058612#1,3526.59,1068.19,3945.85,2862.2250000000004,419.25999999999976,1794.0350000000003,1
436,255,199,1382,Human,-650145324#1,36936749#4,3938.37,2104.61,4272.83,1938.03,334.46000000000004,-166.58000000000015,6
437,214,110,94,Human,-36933126#1,36936590#6,3754.22,2246.56,3656.16,1766.12,-98.05999999999995,-480.44000000000005,6
438,211,108,1032,Human,-153730013#2,-650145330#0,4178.51,2055.18,3732.31,1948.22,-446.2000000000003,-106.95999999999981,1
439,26,198,1644,Human,319058608#0,-243836884#4,4389.91,2616.46,3429.4,1367.5,-960.5099999999998,-1248.96,6
440,256,60,454,Human,-319779154,-165172642#0,4222.62,1945.21,3705.59,1526.3,-517.0299999999997,-418.9100000000001,1
441,89,200,1425,Human,36936373#4,-201772616#1,3900.31,2459.95,3966.16,1152.56,65.84999999999991,-1307.3899999999999,0
442,159,172,795,Human,36950518#0,-165170994#4,4296.23,2966.61,3436.9,925.36,-859.3299999999995,-2041.25,6
443,159,201,383,Human,36950518#0,-165170815#0,4296.23,2966.61,3353.94,783.88,-942.2899999999995,-2182.73,6
444,79,202,246,Human,-36289599#0,-319058629,4242.73,2651.65,3714.68,1220.19,-528.0499999999997,-1431.46,6
445,257,172,350,Human,159922990,-165170994#4,4141.75,2789.83,3436.9,925.36,-704.8499999999999,-1864.4699999999998,6
446,52,203,1764,Human,-36933151#0,-165172307#0,3547.29,2149.14,3824.75,1475.23,277.46000000000004,-673.9099999999999,6
