id,start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y
809,1421,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
810,1422,7,100,Human,272042143,201950247#6,213484.675,452457.545,213171.76,452602.06
812,1425,16,4,Human,-32978638#0,399835085#1,213640.75,451987.935,212001.44,453157.175
817,1430,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
819,1431,49,2,Human,-201950247#0,32978638#0,213053.065,452789.84,213633.66,451984.92
820,1434,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
822,1436,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
826,1442,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
843,1468,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83
847,1470,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
848,1473,19,3,Human,-26677542#0,386687235,212861.46,453069.875,213478.36,452435.42
849,1474,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
850,1475,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
854,1481,49,9,Human,-201950247#0,201238729#3,213053.065,452789.84,211438.31,452110.43
855,1482,109,20,Human,-224892339#3,272042145,212059.575,452797.085,213478.39,452442.76
857,1487,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
859,1489,32,2,Human,-24634509#7,32978638#0,212847.145,452042.39,213633.66,451984.92
860,1490,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
861,1491,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
864,1496,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
868,1501,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
869,1501,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
872,1505,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
877,1519,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
878,1520,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
879,1521,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
881,1523,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
885,1531,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
893,1545,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
894,1546,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
897,1549,24,1,Human,-160314345#5,-128361102#1,213480.015,452304.825,211388.46,451952.25
899,1550,57,20,Human,176550249#0,272042145,211922.89,452213.87,213478.39,452442.76
901,1557,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83
908,1564,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
909,1566,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
910,1574,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
912,1580,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
913,1580,13,4,Human,-447569998#1,399835085#1,213434.54,453008.69,212001.44,453157.175
918,1586,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
919,1589,42,9,Human,24634513#0,201238729#3,212250.8,452064.83,211438.31,452110.43
921,1591,115,2,Human,-40888351#2,32978638#0,213197.235,452922.725,213633.66,451984.92
923,1591,16,4,Human,-32978638#0,399835085#1,213640.75,451987.935,212001.44,453157.175
924,1592,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43
927,1596,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
928,1596,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43
932,1604,116,10,Human,173203413#0,306240162#0,212502.855,452508.195,211642.94,452890.83
935,1606,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
936,1607,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92
938,1608,117,3,Human,32395327#0,386687235,211678.79,451517.33,213478.36,452435.42
939,1608,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
941,1611,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
945,1616,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
946,1616,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
949,1619,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
952,1621,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
953,1622,118,10,Human,-54169231#0,306240162#0,212886.475,452799.205,211642.94,452890.83
956,1626,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
959,1641,98,2,Human,201201945#3,32978638#0,212623.01,452632.065,213633.66,451984.92
962,1648,4,104,Human,-306240162#1,24634507,211638.505,452888.985,213104.35,451858.955
963,1649,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
965,1652,21,9,Human,24599188#0.94,201238729#3,213342.76,451641.085,211438.31,452110.43
967,1654,21,10,Human,24599188#0.94,306240162#0,213342.76,451641.085,211642.94,452890.83
969,1656,21,4,Human,24599188#0.94,399835085#1,213342.76,451641.085,212001.44,453157.175
971,1662,8,98,Human,266565295#5,24634510#1,213807.23,452252.93,212430.33,452107.745
972,1664,120,3,Human,24634417,386687235,213280.13,452432.555,213478.36,452435.42
974,1667,121,105,Human,218647954,-201950247#5,212214.44,451810.81,213119.515,452635.465
975,1671,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175
977,1676,53,3,Human,176550249#1,386687235,212068.5,452219.52,213478.36,452435.42
978,1677,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
981,1682,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
982,1682,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92
985,1684,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83
987,1689,16,107,Human,-32978638#0,-315358246,213640.75,451987.935,213116.69,453233.9
988,1690,124,10,Human,-170018165#3,306240162#0,211730.955,452669.455,211642.94,452890.83
989,1694,125,3,Human,-201950259#6,386687235,212486.115,453001.065,213478.36,452435.42
990,1694,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
991,1695,21,21,Human,24599188#0.94,-201238724,213342.76,451641.085,212836.39,452204.11
997,1709,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
1004,1720,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
1007,1732,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
1008,1740,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
1011,1745,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
1013,1749,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
1014,1753,129,10,Human,-201238718#0,306240162#0,212873.73,452353.9,211642.94,452890.83
1016,1754,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
1017,1755,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51
1019,1757,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
1021,1767,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175
1023,1772,16,55,Human,-32978638#0,176550249#4,213640.75,451987.935,212840.87,452415.74
1028,1780,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175
1031,1790,17,108,Human,-18809673#6,-24634413#0,211318.32,451074.855,213054.91,452451.22
1033,1795,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
